,Course,College,Graduated,SCHOOL,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr
1856,BS AGRICULTURE,College of Agriculture,0,MARCELO SPINOLA SCHOOL,96.52,92.88,89.19,94.54,63.1,95.73
1857,BS AGRICULTURE,College of Agriculture,0,VITALI NATIONAL HIGH SCHOOL,49.95,87.4,80.93,53.82,63.1,69.19
1858,BS AGRICULTURE,College of Agriculture,0,WESTERN MINDANAO STATE UNIVERSITY,58.56,54.75,59.25,53.82,72.9,62.48
1859,BS AGRICULTURE,College of Agriculture,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,74.8,71.99,76.79,75.28,79.78,79.72
1860,BS AGRICULTURE,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,52.9,77.12,29.96,75.28,53.29,61.37
1861,BS AGRICULTURE,College of Agriculture,0,MARCELO SPINOLA SCHOOL,96.52,92.88,89.19,94.54,63.1,95.73
1862,BS AGRICULTURE,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,52.9,77.12,29.96,75.28,53.29,61.37
1863,BS AGRICULTURE,College of Agriculture,0,CLARET HIGH SCHOOL,72.78,61.11,44.12,24.91,79.78,65.83
1864,BS AGRICULTURE,College of Agriculture,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,68.5,54.75,36.55,70.61,43.49,62.48
1865,BS AGRICULTURE,College of Agriculture,0,AYALA NATIONAL HIGH SCHOOL,68.5,42.05,76.79,53.82,79.78,69.19
1866,BS AGRICULTURE,College of Agriculture,0,TALISAYAN NATIONAL HIGH SCHOOL,41.05,82.26,66.81,75.28,79.78,66.95
1867,BS MATHEMATICS,CSM,0,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,70.75,61.11,24.36,75.28,63.1,65.83
1868,BS MATHEMATICS,CSM,0,"BRENT HOSPITAL AND COLLEGES, INC.",61.05,66.85,80.93,63.45,87.72,74.25
1869,BS MATHEMATICS,CSM,0,COMPUTER TECHNOLOGY INSTITUTE,55.84,54.75,29.96,89.31,53.29,61.37
1870,BS MATHEMATICS,CSM,0,NONE,52.9,54.75,59.25,84.63,63.1,64.72
1871,BS MATHEMATICS,CSM,0,AYALA NATIONAL HIGH SCHOOL,49.95,82.26,72.66,79.96,53.29,69.19
1872,BS MATHEMATICS,CSM,0,MANICAHAN NATIONAL HIGH SCHOOL,72.78,96.76,59.25,75.28,26.06,76.98
1873,BS MATHEMATICS,CSM,0,BASILAN NATIONAL HIGH SCHOOL,66.01,54.75,44.12,79.96,72.9,68.07
1874,BS MATHEMATICS,CSM,0,CLARET HIGH SCHOOL ZAMBOANGA,86.35,54.75,72.66,84.63,15.15,76.98
1875,BS MATHEMATICS,CSM,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,61.05,35.7,59.25,70.61,72.9,62.48
1876,BS MATHEMATICS,CSM,0,SYSTEM TECHNOLOGY INSTITUTE,63.53,77.12,85.06,96.87,87.72,85.57
1877,BS MATHEMATICS,CSM,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,47.0,71.99,72.66,92.22,63.1,70.3
1878,BS MATHEMATICS,CSM,0,WESTERN MINDANAO STATE UNIVERSITY,83.47,90.94,44.12,63.45,33.69,76.98
1879,BS MATHEMATICS,CSM,0,SYSTEM TECHNOLOGY INSTITUTE,74.8,42.05,72.66,63.45,53.29,69.19
1880,BS MATHEMATICS,CSM,0,PASONANCA NATIONAL HIGH SCHOOL,72.78,82.26,72.66,89.31,79.78,82.12
1881,BS MATHEMATICS,CSM,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,47.0,66.85,72.66,53.82,87.72,65.83
1882,BS MATHEMATICS,CSM,0,SYSTEM TECHNOLOGY INSTITUTE,78.85,90.94,80.93,94.54,72.9,88.22
1883,BS MATHEMATICS,CSM,0,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,70.75,66.85,76.79,70.61,63.1,74.25
1884,BS MATHEMATICS,CSM,0,SYSTEM TECHNOLOGY INSTITUTE,63.53,54.75,7.54,79.96,72.9,60.09
1885,BS MATHEMATICS,CSM,0,LOYOLA HIGH SCHOOL,49.95,77.12,24.36,97.62,83.75,73.34
1886,BS MATHEMATICS,CSM,0,SOUTHERN CITY COLLEGES,49.95,87.4,76.79,89.31,79.78,76.07
1887,BS MATHEMATICS,CSM,0,MERCEDES NATIONAL HIGH SCHOOL,68.5,71.99,51.68,93.38,87.72,79.72
1888,BS MATHEMATICS,CSM,0,CLARET COLLEGE OF ISABELA,28.82,42.05,44.12,99.47,33.69,63.6
1889,BS MATHEMATICS,CSM,0,MARCELO SPINOLA SCHOOL,92.71,92.88,93.41,96.87,72.9,95.42
1890,BS MATHEMATICS,CSM,0,SYSTEM TECHNOLOGY INSTITUTE,82.02,61.11,36.55,84.63,83.75,78.81
1891,BS MATHEMATICS,CSM,0,SYSTEM TECHNOLOGY INSTITUTE,76.83,42.05,59.25,94.54,83.75,79.72
1892,BS ACCOUNTING,CLA,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,84.91,94.82,76.79,63.45,83.75,87.64
1893,BS ACCOUNTING,CLA,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,96.95,98.7,94.84,99.61,95.65,99.23
1894,BS ACCOUNTING,CLA,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,86.35,90.94,85.06,63.45,83.75,88.22
1895,BS ACCOUNTING,CLA,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,95.51,48.4,89.19,96.87,63.1,92.9
1896,BS ACCOUNTING,CLA,0,HOLY CROSS ACADEMY,94.11,94.82,97.72,93.38,98.81,97.64
1897,BS ACCOUNTING,CLA,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,72.78,92.88,72.66,75.28,79.78,82.12
1898,BS ACCOUNTING,CLA,0,PILAR COLLEGE,90.77,77.12,89.19,70.61,97.87,91.56
1899,BS ACCOUNTING,CLA,0,WESTERN MINDANAO STATE UNIVERSITY,94.81,66.85,98.58,70.61,91.68,94.16
1900,BS ACCOUNTING,CLA,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,86.35,90.94,91.97,93.38,43.49,90.13
1901,BS ACCOUNTING,CLA,0,WESTERN MINDANAO STATE UNIVERSITY,84.91,94.82,80.93,75.28,72.9,88.22
1902,BS ACCOUNTING,CLA,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,83.47,92.88,85.06,44.18,83.75,86.26
1903,BS MECHANICAL ENGINEERING,COE,0,NONE,80.58,90.94,85.06,92.22,63.1,87.64
1904,BS MECHANICAL ENGINEERING,COE,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,66.01,42.05,72.66,44.18,83.75,66.95
1905,BS MECHANICAL ENGINEERING,COE,0,ISLAMIC INSTITUTE OF THE PHILIPPINES,63.53,87.4,76.79,98.29,95.65,88.7
1906,BS MECHANICAL ENGINEERING,COE,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,66.01,82.26,36.55,34.54,83.75,68.07
1907,BS MECHANICAL ENGINEERING,COE,0,LUPON VOCATIONAL HIGH SCHOOL,94.11,77.12,80.93,44.18,79.78,88.7
1908,BS MECHANICAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,78.85,82.26,85.06,92.22,83.75,87.64
1909,BS MECHANICAL ENGINEERING,COE,0,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,97.39,82.26,96.28,99.2,83.75,98.18
1910,BS MECHANICAL ENGINEERING,COE,0,NOTRE DAME OF JOLO COLLEGE,83.47,66.85,85.06,84.63,87.72,86.95
1911,BS MECHANICAL ENGINEERING,COE,0,CLARET COLLEGE OF ISABELA,84.91,90.94,66.81,92.22,97.87,90.6
1912,BS MECHANICAL ENGINEERING,COE,0,SAINT JOSEPH SCHOOL,82.02,71.99,72.66,95.71,53.29,84.88
1913,BS MECHANICAL ENGINEERING,COE,0,PILAR COLLEGE,96.52,98.7,91.97,99.2,95.65,98.69
1914,BS MECHANICAL ENGINEERING,COE,0,ZAMBOANGA CHONG HUA HIGH SCHOOL,80.58,71.99,94.84,94.54,79.78,89.65
1915,BS MECHANICAL ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,93.41,92.88,80.93,97.95,79.78,95.42
1916,BS MECHANICAL ENGINEERING,COE,0,CANDAPING NATIONAL HIGH SCHOOL,82.02,77.12,76.79,79.96,79.78,84.19
1917,BS MECHANICAL ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,96.52,87.4,93.41,93.38,97.87,96.9
1918,BS MECHANICAL ENGINEERING,COE,0,SYSTEM TECHNOLOGY INSTITUTE,78.85,92.88,76.79,94.54,91.68,90.13
1919,BS MECHANICAL ENGINEERING,COE,0,MEDINA COLLEGE,66.01,92.88,96.28,79.96,79.78,86.26
1920,BS MECHANICAL ENGINEERING,COE,0,CLARET HIGH SCHOOL,76.83,77.12,96.28,92.22,79.78,88.7
1921,BS MECHANICAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,72.78,48.4,44.12,53.82,26.06,60.09
1922,BS MECHANICAL ENGINEERING,COE,0,BASILAN NATIONAL HIGH SCHOOL,78.85,71.99,94.84,89.31,98.34,90.6
1923,BS MECHANICAL ENGINEERING,COE,0,AYALA NATIONAL HIGH SCHOOL,78.85,54.75,76.79,94.54,72.9,82.81
1924,BS MECHANICAL ENGINEERING,COE,0,CLARET HIGH SCHOOL ZAMBOANGA,90.77,90.94,72.66,79.96,91.68,91.08
1925,BS MECHANICAL ENGINEERING,COE,0,SOUTHERN CITY COLLEGES,70.75,66.85,89.19,79.96,53.29,77.9
1926,BS MECHANICAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,91.83,94.82,59.25,93.38,87.72,92.9
1927,BS MECHANICAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,96.52,94.82,76.79,93.38,83.75,95.73
1928,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS-ESU,76.83,54.75,36.55,75.28,87.72,74.25
1929,BS AGRICULTURAL ENGINEERING,COE,0,CALDWELL ADVENTIST ACADEMY,84.91,77.12,80.93,63.45,79.78,84.19
1930,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS-ESU,52.9,71.99,29.96,84.63,43.49,61.37
1931,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS-ESU,80.58,82.26,80.93,44.18,72.9,80.63
1932,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS-ESU,63.53,71.99,44.12,53.82,43.49,62.48
1933,BS AGRICULTURAL ENGINEERING,COE,0,SIRAWAI NATIONAL HIGH SCHOOL,63.53,66.85,66.81,44.18,63.1,65.83
1934,BS AGRICULTURAL ENGINEERING,COE,0,DIPLAHAN NATIONAL HIGH SCHOOL,92.71,92.88,44.12,75.28,72.9,88.22
1935,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS-ESU,80.58,66.85,44.12,34.54,63.1,70.3
1936,BS AGRICULTURAL ENGINEERING,COE,0,DIPLAHAN NATIONAL HIGH SCHOOL,68.5,42.05,44.12,70.61,72.9,64.72
1937,BS AGRICULTURAL ENGINEERING,COE,0,REGIONAL SCIENCE HIGH SCHOOL,90.77,82.26,89.19,79.96,98.34,93.22
1938,BS AGRICULTURAL ENGINEERING,COE,0,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,74.8,61.11,94.84,95.71,53.29,85.57
1939,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS-ESU,83.47,82.26,29.96,94.54,72.9,83.5
1940,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS-ESU,61.05,82.26,44.12,89.31,83.75,75.16
1941,BS AGRICULTURAL ENGINEERING,COE,0,NONE,99.32,94.82,80.93,75.28,97.87,97.46
1942,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS NATIONAL HIGH SCHOOL,87.6,90.94,89.19,53.82,72.9,87.64
1943,BS AGRICULTURAL ENGINEERING,COE,0,SYSTEM TECHNOLOGY INSTITUTE,58.56,71.99,72.66,70.61,79.78,71.42
1944,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS-ESU,55.84,71.99,29.96,63.45,63.1,60.09
1945,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS-ESU,86.35,66.85,51.68,92.22,15.15,77.9
1946,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS-ESU,76.83,48.4,18.75,53.82,43.49,60.09
1947,BS AGRICULTURAL ENGINEERING,COE,0,MALANGAS-ESU,55.84,30.03,80.93,53.82,63.1,60.09
1948,BS AGRICULTURAL ENGINEERING,COE,0,AYALA NATIONAL HIGH SCHOOL,83.47,87.4,93.41,89.31,87.72,91.08
1949,BS ENVIRONMENTAL ENGINEERING,COE,0,AMA COMPUTER COLLEGE,58.56,61.11,80.93,79.96,63.1,71.42
1950,BS ENVIRONMENTAL ENGINEERING,COE,0,MARCELO SPINOLA SCHOOL,84.91,92.88,96.28,89.31,63.1,91.56
1951,BS ENVIRONMENTAL ENGINEERING,COE,0,MINDANAO STATE UNIVERSITY - BUUG CAMPUS,86.35,94.82,91.97,93.38,53.29,91.56
1952,BS ENVIRONMENTAL ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,87.6,71.99,93.41,79.96,87.72,90.13
1953,BS ENVIRONMENTAL ENGINEERING,COE,0,NONE,88.66,87.4,59.25,63.45,63.1,83.5
1954,BS ENVIRONMENTAL ENGINEERING,COE,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,63.53,92.88,66.81,95.71,87.72,84.88
1955,BS ENVIRONMENTAL ENGINEERING,COE,0,BASILAN NATIONAL HIGH SCHOOL,89.71,48.4,85.06,94.54,97.87,91.56
1956,BS ENVIRONMENTAL ENGINEERING,COE,0,NONE,90.77,82.26,97.72,92.22,91.68,94.79
1957,BS ENVIRONMENTAL ENGINEERING,COE,0,PILAR COLLEGE,89.71,90.94,76.79,89.31,87.72,91.56
1958,BS ENVIRONMENTAL ENGINEERING,COE,0,TAWAGAN SUR NATIONAL HIGH SCHOOL,68.5,71.99,51.68,84.63,87.72,76.98
1959,BS ENVIRONMENTAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,94.11,66.85,93.41,96.87,87.72,95.1
1960,BS ENVIRONMENTAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,70.75,54.75,51.68,84.63,33.69,68.07
1961,BS ENVIRONMENTAL ENGINEERING,COE,0,BASILAN NATIONAL HIGH SCHOOL,74.8,66.85,96.28,53.82,79.78,82.12
1962,BS ENVIRONMENTAL ENGINEERING,COE,0,MARCELO SPINOLA SCHOOL,82.02,61.11,76.79,34.54,43.49,73.34
1963,BS ENVIRONMENTAL ENGINEERING,COE,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,49.95,61.11,72.66,89.31,83.75,71.42
1964,BS ENVIRONMENTAL ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,94.81,96.76,96.28,93.38,53.29,95.98
1965,BS ENVIRONMENTAL ENGINEERING,COE,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,93.41,82.26,44.12,94.54,72.9,90.13
1966,BS ENVIRONMENTAL ENGINEERING,COE,0,PILAR COLLEGE,88.66,71.99,89.19,93.38,87.72,91.56
1967,BS ENVIRONMENTAL ENGINEERING,COE,0,CLARET COLLEGE OF ISABELA,89.71,71.99,72.66,18.16,79.78,81.43
1968,BS ENVIRONMENTAL ENGINEERING,COE,0,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,68.5,48.4,85.06,79.96,79.78,76.07
1969,BS ENVIRONMENTAL ENGINEERING,COE,0,WESTERN MINDANAO STATE UNIVERSITY,74.8,82.26,80.93,89.31,63.1,82.81
1970,BS ENVIRONMENTAL ENGINEERING,COE,0,SOUTHERN CITY COLLEGES,70.75,92.88,91.97,79.96,63.1,84.19
1971,BS ENVIRONMENTAL ENGINEERING,COE,0,VITALI NATIONAL HIGH SCHOOL,92.71,82.26,93.41,75.28,79.78,92.03
1972,BS ENVIRONMENTAL ENGINEERING,COE,0,ATENEO DE ZAMBOANGA UNIVERSITY,72.78,87.4,89.19,89.31,97.87,88.7
1973,BS ENVIRONMENTAL ENGINEERING,COE,0,SYSTEM TECHNOLOGY INSTITUTE,82.02,35.7,59.25,79.96,63.1,74.25
1974,BS FORESTRY,CFES,0,AYALA NATIONAL HIGH SCHOOL,55.84,90.94,72.66,34.54,43.49,65.83
1975,BS FORESTRY,CFES,0,COMPUTER TECHNOLOGY INSTITUTE,47.0,61.11,59.25,84.63,33.69,60.09
1976,BS FORESTRY,CFES,0,SYSTEM TECHNOLOGY INSTITUTE,63.53,35.7,51.68,44.18,79.78,60.09
1977,BS FORESTRY,CFES,0,COMPUTER TECHNOLOGY INSTITUTE,47.0,61.11,59.25,84.63,33.69,60.09
1978,BS FORESTRY,CFES,0,AYALA NATIONAL HIGH SCHOOL,52.9,82.26,44.12,79.96,33.69,63.6
1979,BS FORESTRY,CFES,0,AYALA NATIONAL HIGH SCHOOL,52.9,82.26,44.12,79.96,33.69,63.6
1980,BS FORESTRY,CFES,0,NONE,68.5,48.4,29.96,53.82,87.72,64.72
1981,BS FORESTRY,CFES,0,"WINZELLE INTERNATIONAL COLLEGE, INC.",52.9,71.99,51.68,94.54,43.49,69.19
1982,BS FORESTRY,CFES,0,TITAY NATIONAL HIGH SCHOOL,83.47,54.75,36.55,34.54,79.78,71.42
1983,BS FORESTRY,CFES,0,SYSTEM TECHNOLOGY INSTITUTE,63.53,35.7,51.68,44.18,79.78,60.09
1984,BS FORESTRY,CFES,0,TITAY NATIONAL HIGH SCHOOL,83.47,54.75,36.55,34.54,79.78,71.42
1985,BS FORESTRY,CFES,0,AYALA NATIONAL HIGH SCHOOL,55.84,90.94,72.66,34.54,43.49,65.83
1986,BS FORESTRY,CFES,0,TITAY NATIONAL HIGH SCHOOL,83.47,54.75,36.55,34.54,79.78,71.42
1987,BS FORESTRY,CFES,0,"WINZELLE INTERNATIONAL COLLEGE, INC.",52.9,71.99,51.68,94.54,43.49,69.19
1988,BS FORESTRY,CFES,0,SYSTEM TECHNOLOGY INSTITUTE,63.53,35.7,51.68,44.18,79.78,60.09
1989,BS FORESTRY,CFES,0,SYSTEM TECHNOLOGY INSTITUTE,63.53,35.7,51.68,44.18,79.78,60.09
1990,BS FORESTRY,CFES,0,TITAY NATIONAL HIGH SCHOOL,83.47,54.75,36.55,34.54,79.78,71.42
1991,BS FORESTRY,CFES,0,AYALA NATIONAL HIGH SCHOOL,55.84,90.94,72.66,34.54,43.49,65.83
1992,BS FORESTRY,CFES,0,NONE,68.5,48.4,29.96,53.82,87.72,64.72
1993,BS FORESTRY,CFES,0,AYALA NATIONAL HIGH SCHOOL,52.9,82.26,44.12,79.96,33.69,63.6
1994,BS FORESTRY,CFES,0,"WINZELLE INTERNATIONAL COLLEGE, INC.",52.9,71.99,51.68,94.54,43.49,69.19
1995,BS FORESTRY,CFES,0,COMPUTER TECHNOLOGY INSTITUTE,47.0,61.11,59.25,84.63,33.69,60.09
1996,BS FORESTRY,CFES,0,NONE,68.5,48.4,29.96,53.82,87.72,64.72
1997,BS FORESTRY,CFES,0,"WINZELLE INTERNATIONAL COLLEGE, INC.",52.9,71.99,51.68,94.54,43.49,69.19
1998,BS FORESTRY,CFES,0,AYALA NATIONAL HIGH SCHOOL,55.84,90.94,72.66,34.54,43.49,65.83
1999,AB POLITICAL SCIENCE,CLA,0,PILAR COLLEGE,80.58,96.76,36.55,34.54,26.06,73.34
2000,AB POLITICAL SCIENCE,CLA,0,ZAMBOANGA CITY HIGH SCHOOL,63.53,77.12,72.66,79.96,79.78,76.07
2001,AB POLITICAL SCIENCE,CLA,0,UNIVERSIDAD DE ZAMBOANGA,72.78,54.75,72.66,70.61,83.75,75.16
2002,AB POLITICAL SCIENCE,CLA,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,83.47,66.85,80.93,92.22,72.9,85.57
2003,AB POLITICAL SCIENCE,CLA,0,DON RAMON ENRIQUEZ MEMORIAL HIGH SCHOOL,72.78,54.75,66.81,44.18,53.29,66.95
2004,AB POLITICAL SCIENCE,CLA,0,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,76.83,48.4,80.93,18.16,79.78,71.42
2005,AB POLITICAL SCIENCE,CLA,0,CLARET COLLEGE OF ISABELA,52.9,90.94,85.06,34.54,72.9,71.42
2006,AB POLITICAL SCIENCE,CLA,0,PILAR COLLEGE,76.83,92.88,76.79,18.16,95.65,82.12
2007,AB POLITICAL SCIENCE,CLA,0,"AGUSAN DEL SUR COLLEGE, INC,",87.6,90.94,29.96,24.91,87.72,80.63
2008,AB POLITICAL SCIENCE,CLA,0,"ASIA'S LATIN INSTITUTE, INC.",95.51,92.88,89.19,75.28,72.9,93.53
2009,AB POLITICAL SCIENCE,CLA,0,SOUTHERN CITY COLLEGES,86.35,87.4,76.79,53.82,87.72,86.26
2010,AB POLITICAL SCIENCE,CLA,0,NOTRE DAME OF JOLO COLLEGE,83.47,92.88,91.97,63.45,79.78,88.22
2011,AB POLITICAL SCIENCE,CLA,0,BETHANY CHILD DEVELOPMENT CENTER,68.5,61.11,66.81,63.45,43.49,66.95
2012,AB POLITICAL SCIENCE,CLA,0,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,90.77,66.85,89.19,53.82,72.9,86.26
2013,AB POLITICAL SCIENCE,CLA,0,WESTERN MINDANAO STATE UNIVERSITY,76.83,30.03,59.25,70.61,53.29,66.95
2014,AB POLITICAL SCIENCE,CLA,0,BALIWASAN SENIOR HIGH SCHOOL WEST,76.83,66.85,51.68,79.96,63.1,75.16
2015,AB POLITICAL SCIENCE,CLA,0,WESTERN MINDANAO STATE UNIVERSITY,86.35,71.99,72.66,70.61,53.29,81.43
2016,AB POLITICAL SCIENCE,CLA,0,UNIVERSIDAD DE ZAMBOANGA,41.05,82.26,44.12,53.82,79.78,60.09
2017,AB POLITICAL SCIENCE,CLA,0,CALDWELL ADVENTIST ACADEMY,82.02,66.85,76.79,44.18,33.69,74.25
2018,AB POLITICAL SCIENCE,CLA,0,WESTERN MINDANAO STATE UNIVERSITY,91.83,87.4,91.97,53.82,43.49,88.22
2019,AB POLITICAL SCIENCE,CLA,0,ZAMBOANGA CHONG HUA HIGH SCHOOL,82.02,71.99,72.66,34.54,87.72,79.72
2020,AB POLITICAL SCIENCE,CLA,0,WESTERN MINDANAO STATE UNIVERSITY,76.83,87.4,72.66,18.16,87.72,77.9
2021,AB POLITICAL SCIENCE,CLA,0,SOUTHERN CITY COLLEGES,52.9,66.85,85.06,63.45,63.1,68.07
2022,AB POLITICAL SCIENCE,CLA,0,ST. MARY'S COLLEGE OF LABASON,93.41,96.76,94.84,79.96,43.49,93.53
2023,AB POLITICAL SCIENCE,CLA,0,CLARET COLLEGE OF ISABELA,76.83,71.99,80.93,24.91,79.78,76.07
2024,BS PHYSICS,CSM,0,NONE,72.78,87.4,44.12,95.71,53.29,80.63
2025,BS PHYSICS,CSM,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,74.8,94.82,29.96,53.82,53.29,73.34
2026,BS PHYSICS,CSM,0,MABUHAY-ESU,74.8,35.7,66.81,94.54,26.06,72.43
2027,BS PHYSICS,CSM,0,"BRENT HOSPITAL AND COLLEGES, INC.",66.01,87.4,89.19,79.96,63.1,80.63
2028,BS PHYSICS,CSM,0,ISLAMIC INSTITUTE OF THE PHILIPPINES,58.56,42.05,59.25,75.28,53.29,61.37
2029,BS PHYSICS,CSM,0,BASILAN NATIONAL HIGH SCHOOL,87.6,77.12,51.68,24.91,43.49,75.16
2030,BS PHYSICS,CSM,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,74.8,94.82,29.96,53.82,53.29,73.34
2031,BS PHYSICS,CSM,0,MABUHAY-ESU,31.88,82.26,44.12,93.38,53.29,62.48
2032,BS PHYSICS,CSM,0,CLARET HIGH SCHOOL ZAMBOANGA,78.85,82.26,51.68,79.96,43.49,76.98
2033,BS PHYSICS,CSM,0,NONE,72.78,87.4,44.12,95.71,53.29,80.63
2034,BS PHYSICS,CSM,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,80.58,54.75,91.97,79.96,87.72,84.88
2035,BS PHYSICS,CSM,0,SOUTHERN CITY COLLEGES,74.8,71.99,66.81,84.63,83.75,80.63
2036,BS PHYSICS,CSM,0,MABUHAY-ESU,31.88,82.26,44.12,93.38,53.29,62.48
2037,BS PHYSICS,CSM,0,ISLAMIC INSTITUTE OF THE PHILIPPINES,58.56,42.05,59.25,75.28,53.29,61.37
2038,BS PHYSICS,CSM,0,BASILAN NATIONAL HIGH SCHOOL,87.6,77.12,51.68,24.91,43.49,75.16
2039,BS PHYSICS,CSM,0,NONE,63.53,94.82,93.41,96.87,87.72,90.13
2040,BS PHYSICS,CSM,0,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,83.47,82.26,80.93,70.61,53.29,82.81
2041,BS PHYSICS,CSM,0,LUBIGAN NATIONAL HIGH SCHOOL,61.05,71.99,80.93,84.63,72.9,76.07
2042,BS PHYSICS,CSM,0,NONE,58.56,35.7,72.66,97.62,63.1,73.34
2043,BS PHYSICS,CSM,0,NONE,58.56,35.7,72.66,97.62,63.1,73.34
2044,BS PHYSICS,CSM,0,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,80.58,54.75,91.97,79.96,87.72,84.88
2045,BS PHYSICS,CSM,0,LUBIGAN NATIONAL HIGH SCHOOL,61.05,71.99,80.93,84.63,72.9,76.07
2046,BS PHYSICS,CSM,0,"BRENT HOSPITAL AND COLLEGES, INC.",66.01,87.4,89.19,79.96,63.1,80.63
2047,BS PHYSICS,CSM,0,NONE,72.78,87.4,44.12,95.71,53.29,80.63
2048,BS PHYSICS,CSM,0,NONE,58.56,35.7,72.66,97.62,63.1,73.34
2049,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,MALANGAS-ESU,70.75,71.99,59.25,44.18,63.1,69.19
2050,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,MALANGAS NATIONAL HIGH SCHOOL,72.78,66.85,66.81,70.61,26.06,69.19
2051,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,MALANGAS-ESU,88.66,71.99,51.68,79.96,87.72,85.57
2052,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,MALANGAS-ESU,63.53,61.11,44.12,53.82,53.29,61.37
2053,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,MALANGAS NATIONAL HIGH SCHOOL,80.58,77.12,93.41,79.96,72.9,86.26
2054,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,DIPLAHAN NATIONAL HIGH SCHOOL,76.83,48.4,72.66,34.54,20.6,63.6
2055,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,NAGA NATIONAL HIGH SCHOOL,66.01,42.05,80.93,84.63,63.1,72.43
2056,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,MALANGAS-ESU,83.47,77.12,72.66,63.45,63.1,80.63
2057,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,MALANGAS-ESU,58.56,61.11,24.36,53.82,83.75,60.09
2058,BACHELOR OF CULTURE AND ARTS EDUCATION,CTE,0,MALANGAS-ESU,80.58,25.06,66.81,53.82,63.1,68.07
